,model,config,parameters,neg_mean_squared_error,neg_root_mean_squared_error,r2,explained_variance
522,DummyRegressor(),dim_5_budget_50000_conf_16,{'strategy': 'mean'},-10.177408428946563,-3.1687423851332666,-0.005757198506502403,1.1102230246251565e-16
523,RandomForestRegressor(),dim_5_budget_50000_conf_16,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-4.551667178763827,-2.092323007330644,0.5100925327372003,0.5308937713355728
524,DummyRegressor(),dim_5_budget_50000_conf_17,{'strategy': 'mean'},-14.765310614420391,-3.827282270215528,-0.006360828789454898,4.4408920985006264e-17
525,RandomForestRegressor(),dim_5_budget_50000_conf_17,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-5.741284341975043,-2.346328807688172,0.587029537728857,0.5959738085993802
526,DummyRegressor(),dim_5_budget_50000_conf_18,{'strategy': 'mean'},-9.737171385881357,-3.109966530007136,-0.0022241511477663956,2.2204460492503132e-17
527,RandomForestRegressor(),dim_5_budget_50000_conf_18,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-4.303863230139937,-2.0444861487093284,0.5439353631945208,0.5513827486377091
528,DummyRegressor(),dim_5_budget_50000_conf_19,{'strategy': 'mean'},-14.280492126620667,-3.7308513085742128,-0.012915867929129377,0.0
529,RandomForestRegressor(),dim_5_budget_50000_conf_19,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-5.465027439466529,-2.310127761174045,0.5849183464446495,0.6042768921121514
530,DummyRegressor(),dim_5_budget_50000_conf_2,{'strategy': 'mean'},-32.78344821262928,-5.643039024603968,-0.010278406451461653,4.4408920985006264e-17
531,RandomForestRegressor(),dim_5_budget_50000_conf_2,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.30651685227824,-3.523619035066699,0.5996443784906518,0.6175579315971287
532,DummyRegressor(),dim_5_budget_50000_conf_270,{'strategy': 'mean'},-22.815160413232523,-4.737396401234237,-0.0032019840178378446,0.0
533,RandomForestRegressor(),dim_5_budget_50000_conf_270,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.873825198329655,-3.0756909379105464,0.5631645548078152,0.5740071204232801
534,DummyRegressor(),dim_5_budget_50000_conf_271,{'strategy': 'mean'},-25.305283946725105,-4.980147341735915,-0.015474173142719571,-2.2204460492503132e-17
535,RandomForestRegressor(),dim_5_budget_50000_conf_271,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.425178995700794,-3.045989321995935,0.5842790644700362,0.6103089976995575
536,DummyRegressor(),dim_5_budget_50000_conf_272,{'strategy': 'mean'},-25.56261936250555,-4.988333158883732,-0.015063389813664152,-1.1102230246251565e-16
537,RandomForestRegressor(),dim_5_budget_50000_conf_272,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-11.696882715855672,-3.397255321002344,0.44218523930792897,0.4803206669276605
538,DummyRegressor(),dim_5_budget_50000_conf_3,{'strategy': 'mean'},-25.54477857599962,-5.028469612201396,-0.009317353869922496,-2.2204460492503132e-17
539,RandomForestRegressor(),dim_5_budget_50000_conf_3,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.53515560192206,-2.899659792947477,0.6443219498858298,0.6571624038199713
540,DummyRegressor(),dim_5_budget_50000_conf_4,{'strategy': 'mean'},-31.966930223889484,-5.596929267212107,-0.009264924038111789,-4.4408920985006264e-17
541,RandomForestRegressor(),dim_5_budget_50000_conf_4,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.429833016511429,-3.585492878932031,0.5777416110905544,0.5929278468287073
542,DummyRegressor(),dim_5_budget_50000_conf_5,{'strategy': 'mean'},-24.256667206564607,-4.878346075564137,-0.01575321616798382,4.4408920985006264e-17
543,RandomForestRegressor(),dim_5_budget_50000_conf_5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-9.16605798395638,-2.9590397635687102,0.6169482975201875,0.6299963610785235
544,DummyRegressor(),dim_5_budget_50000_conf_540,{'strategy': 'mean'},-28.94045276201561,-5.30977849027096,-0.012915046304467114,-4.4408920985006264e-17
545,RandomForestRegressor(),dim_5_budget_50000_conf_540,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-11.502292865083362,-3.330828003635598,0.5878845196204254,0.6080884316865071
546,DummyRegressor(),dim_5_budget_50000_conf_541,{'strategy': 'mean'},-29.9038254929684,-5.423759983217205,-0.008716202228330694,-4.4408920985006264e-17
547,RandomForestRegressor(),dim_5_budget_50000_conf_541,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.737058476951905,-3.465280590071771,0.5771576718440021,0.5913419464472478
548,DummyRegressor(),dim_5_budget_50000_conf_542,{'strategy': 'mean'},-29.321354603904865,-5.375033537310526,-0.0020262615301671616,4.4408920985006264e-17
549,RandomForestRegressor(),dim_5_budget_50000_conf_542,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.066270496947931,-3.0080047343801195,0.6656492394606344,0.6721672946686287
550,DummyRegressor(),dim_5_budget_50000_conf_543,{'strategy': 'mean'},-23.207545985769265,-4.795968505097233,-0.005341173877347227,-2.2204460492503132e-17
551,RandomForestRegressor(),dim_5_budget_50000_conf_543,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.153568003448784,-3.0110130365882193,0.590813826836307,0.5994561545993845
552,DummyRegressor(),dim_5_budget_50000_conf_544,{'strategy': 'mean'},-36.37352637028566,-5.986347830674066,-0.005334238636649724,0.0
553,RandomForestRegressor(),dim_5_budget_50000_conf_544,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-16.926535801549704,-4.041406717783042,0.5316065135810527,0.5407539701853266
554,DummyRegressor(),dim_5_budget_50000_conf_6,{'strategy': 'mean'},-34.812348564690566,-5.8629452444380945,-0.0018442678992570904,0.0
555,RandomForestRegressor(),dim_5_budget_50000_conf_6,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-13.610233276035,-3.586466612542459,0.625397188807793,0.632113575153619
556,DummyRegressor(),dim_5_budget_50000_conf_7,{'strategy': 'mean'},-23.55707297479728,-4.82899716649348,-0.010806751763501677,-4.4408920985006264e-17
557,RandomForestRegressor(),dim_5_budget_50000_conf_7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.806629845819671,-3.099579106958042,0.5706652273517356,0.588897759795695
558,DummyRegressor(),dim_5_budget_50000_conf_8,{'strategy': 'mean'},-33.95113303451099,-5.754129024692664,-0.007438799938576768,6.661338147750939e-17
559,RandomForestRegressor(),dim_5_budget_50000_conf_8,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.90281769658757,-3.5816365472884755,0.6153981558795886,0.6276119506211251
560,DummyRegressor(),dim_5_budget_50000_conf_810,{'strategy': 'mean'},-7.127422657423949,-2.6562432180510887,-0.007825203287565374,-2.2204460492503132e-17
561,RandomForestRegressor(),dim_5_budget_50000_conf_810,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-3.4698930381822928,-1.837629226363538,0.50206794906794,0.5137067830106588
562,DummyRegressor(),dim_5_budget_50000_conf_811,{'strategy': 'mean'},-18.984296428723095,-4.311546194269634,-0.012172262165873216,-4.4408920985006264e-17
563,RandomForestRegressor(),dim_5_budget_50000_conf_811,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.704711428153564,-3.0962402664506947,0.47894487620952064,0.49848804011442926
564,DummyRegressor(),dim_5_budget_50000_conf_812,{'strategy': 'mean'},-7.421805322594787,-2.704418501163782,-0.0013578423194296808,-4.4408920985006264e-17
565,RandomForestRegressor(),dim_5_budget_50000_conf_812,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-3.819447627898204,-1.9230007463296137,0.4745603812291826,0.48039678110411915
566,DummyRegressor(),dim_5_budget_50000_conf_813,{'strategy': 'mean'},-16.877480442156916,-4.06225541547798,-0.013482936574111148,-4.4408920985006264e-17
567,RandomForestRegressor(),dim_5_budget_50000_conf_813,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 500, 'random_state': 42}",-8.481559354336971,-2.780636154243477,0.5240708023399253,0.5442062957833255
568,DummyRegressor(),dim_5_budget_50000_conf_814,{'strategy': 'mean'},-7.906965817540625,-2.7964763495663374,-0.011327932552450149,-4.4408920985006264e-17
569,RandomForestRegressor(),dim_5_budget_50000_conf_814,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-3.743382712468722,-1.8996086971011348,0.5033307673855234,0.5214061911308876
570,DummyRegressor(),dim_5_budget_50000_conf_815,{'strategy': 'mean'},-17.661706110593236,-4.133308711873518,-0.01709157051540102,4.4408920985006264e-17
571,RandomForestRegressor(),dim_5_budget_50000_conf_815,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.679894928822682,-2.7623908875602945,0.5351079702156983,0.5643973205590642
572,DummyRegressor(),dim_5_budget_50000_conf_816,{'strategy': 'mean'},-7.457685627942739,-2.7159769742710678,-0.006299509487288057,-4.4408920985006264e-17
573,RandomForestRegressor(),dim_5_budget_50000_conf_816,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-3.234176286412295,-1.7762405043425016,0.5281039248915288,0.5424292433586919
574,DummyRegressor(),dim_5_budget_50000_conf_817,{'strategy': 'mean'},-18.078609829856028,-4.176026787535593,-0.020603447847991018,-4.4408920985006264e-17
575,RandomForestRegressor(),dim_5_budget_50000_conf_817,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-9.131159875325755,-2.8247948305996777,0.5290729201039444,0.5630763290391342
576,DummyRegressor(),dim_5_budget_50000_conf_818,{'strategy': 'mean'},-7.963397508146128,-2.8119457841539184,-0.009208830051539607,0.0
577,RandomForestRegressor(),dim_5_budget_50000_conf_818,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-3.7054585519414287,-1.9077336520324426,0.4957089998083486,0.5115578850530438
578,DummyRegressor(),dim_5_budget_50000_conf_9,{'strategy': 'mean'},-26.889874019128605,-5.1451473821237546,-0.011887017944499468,-8.881784197001253e-17
579,RandomForestRegressor(),dim_5_budget_50000_conf_9,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.043546160942766,-3.107473767843513,0.6199333514214753,0.6348932540125081
580,DummyRegressor(),dim_5_budget_5000_conf_0,{'strategy': 'mean'},-65.72505797313995,-7.981375102034593,-0.017529221556031517,-8.881784197001253e-17
581,RandomForestRegressor(),dim_5_budget_5000_conf_0,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-24.254505623441172,-4.735076011447693,0.6335620897713586,0.6615431761346272
582,DummyRegressor(),dim_5_budget_5000_conf_1,{'strategy': 'mean'},-34.47595194726239,-5.825738258884671,-0.012694497341299104,6.661338147750939e-17
583,RandomForestRegressor(),dim_5_budget_5000_conf_1,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.454469271854633,-3.1686918076981465,0.6947836223151005,0.7123764560047695
584,DummyRegressor(),dim_5_budget_5000_conf_10,{'strategy': 'mean'},-34.49922660721249,-5.822198557185743,-0.007716833840324178,0.0
585,RandomForestRegressor(),dim_5_budget_5000_conf_10,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-15.736186779620335,-3.9263348254366135,0.5136733244464311,0.5358876713377673
586,DummyRegressor(),dim_5_budget_5000_conf_1080,{'strategy': 'mean'},-7.497279360775201,-2.7200439687443465,-0.004515756654777237,-1.7763568394002506e-16
587,RandomForestRegressor(),dim_5_budget_5000_conf_1080,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-3.0478654962236336,-1.7249962766275817,0.5776288795632258,0.5885979499021252
588,DummyRegressor(),dim_5_budget_5000_conf_1081,{'strategy': 'mean'},-25.82908330714087,-5.059248534283083,-0.005598651700059376,0.0
589,RandomForestRegressor(),dim_5_budget_5000_conf_1081,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.688072242849854,-3.203980938258481,0.5892324678751311,0.5974142508255296
590,DummyRegressor(),dim_5_budget_5000_conf_11,{'strategy': 'mean'},-31.46116881590184,-5.49858972452638,-0.011453678113685672,2.2204460492503132e-17
591,RandomForestRegressor(),dim_5_budget_5000_conf_11,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.302432571573204,-3.0989172250070736,0.6449774511056448,0.6617917088039127
592,DummyRegressor(),dim_5_budget_5000_conf_12,{'strategy': 'mean'},-32.17717353239068,-5.647001824351161,-0.005399649623075753,0.0
593,RandomForestRegressor(),dim_5_budget_5000_conf_12,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.67544862402163,-3.515278126081926,0.580688505455816,0.5953541743125146
594,DummyRegressor(),dim_5_budget_5000_conf_13,{'strategy': 'mean'},-28.746171275754087,-5.31854081056668,-0.0034298836019489797,4.4408920985006264e-17
595,RandomForestRegressor(),dim_5_budget_5000_conf_13,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.561754267512889,-2.9010780732595505,0.6882457770334398,0.6933471855108027
596,DummyRegressor(),dim_5_budget_5000_conf_1350,{'strategy': 'mean'},-9.780629451721536,-3.0782535490324996,-0.01250072814400709,-6.661338147750939e-17
597,RandomForestRegressor(),dim_5_budget_5000_conf_1350,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-5.047383074063458,-2.1822887883710536,0.43605719545281296,0.45946951108481604
598,DummyRegressor(),dim_5_budget_5000_conf_14,{'strategy': 'mean'},-36.966219407737505,-6.016058043593409,-0.007236313485567613,0.0
599,RandomForestRegressor(),dim_5_budget_5000_conf_14,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-14.581454444353994,-3.7123333380407066,0.5992801908078009,0.6179009859370295
600,DummyRegressor(),dim_5_budget_5000_conf_15,{'strategy': 'mean'},-27.13221613331043,-5.1537210543531105,-0.013373683108983814,-1.3322676295501878e-16
601,RandomForestRegressor(),dim_5_budget_5000_conf_15,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-7.753876064106857,-2.764724646538512,0.6782834118191369,0.696189685701284
602,DummyRegressor(),dim_5_budget_5000_conf_16,{'strategy': 'mean'},-31.52442776236516,-5.583290700202773,-0.00372348004051033,-4.4408920985006264e-17
603,RandomForestRegressor(),dim_5_budget_5000_conf_16,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.855579003100752,-3.56600707408206,0.5558023849758535,0.5686114251418131
604,DummyRegressor(),dim_5_budget_5000_conf_17,{'strategy': 'mean'},-29.635743938041266,-5.418674462983601,-0.007685444191217394,4.4408920985006264e-17
605,RandomForestRegressor(),dim_5_budget_5000_conf_17,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.58704658080272,-3.062006237351217,0.6526343119766596,0.6646364279300945
606,DummyRegressor(),dim_5_budget_5000_conf_18,{'strategy': 'mean'},-32.59707565088105,-5.652987472860136,-0.00743247666677993,4.4408920985006264e-17
607,RandomForestRegressor(),dim_5_budget_5000_conf_18,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.410753050004098,-3.6407640958064897,0.5518271406931557,0.5684862088275034
608,DummyRegressor(),dim_5_budget_5000_conf_19,{'strategy': 'mean'},-31.48831545003559,-5.553334398156153,-0.019158998761859537,2.2204460492503132e-17
609,RandomForestRegressor(),dim_5_budget_5000_conf_19,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-11.558554607851551,-3.372141282708683,0.6069538031976449,0.633762577502025
610,DummyRegressor(),dim_5_budget_5000_conf_2,{'strategy': 'mean'},-50.84065253180087,-7.069713298398251,-0.017012494020871925,-4.4408920985006264e-17
611,RandomForestRegressor(),dim_5_budget_5000_conf_2,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-17.97274125457346,-4.151155014125786,0.650655935657877,0.670088958304593
612,DummyRegressor(),dim_5_budget_5000_conf_270,{'strategy': 'mean'},-49.191470585020994,-6.941804845870493,-0.015031279843909928,0.0
613,RandomForestRegressor(),dim_5_budget_5000_conf_270,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-22.93263379705835,-4.724174712604613,0.5082999996324148,0.541086516903447
614,DummyRegressor(),dim_5_budget_5000_conf_271,{'strategy': 'mean'},-34.23764277219565,-5.79214697923825,-0.018807921040186314,0.0
615,RandomForestRegressor(),dim_5_budget_5000_conf_271,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.76589819556546,-3.264365384650837,0.6482137024316594,0.6722414796761808
616,DummyRegressor(),dim_5_budget_5000_conf_272,{'strategy': 'mean'},-48.196875708627076,-6.895396433771668,-0.005818659436817653,4.4408920985006264e-17
617,RandomForestRegressor(),dim_5_budget_5000_conf_272,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-15.287089919333397,-3.862742464351828,0.6698811695582266,0.676099436259529
618,DummyRegressor(),dim_5_budget_5000_conf_3,{'strategy': 'mean'},-35.23851672043168,-5.914229924183158,-0.007752970781742308,-4.4408920985006264e-17
619,RandomForestRegressor(),dim_5_budget_5000_conf_3,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.449035904639619,-3.050511854761618,0.7167216670091164,0.7286509566378367
620,DummyRegressor(),dim_5_budget_5000_conf_4,{'strategy': 'mean'},-54.60487607558817,-7.3211179206876125,-0.010514179748288787,0.0
621,RandomForestRegressor(),dim_5_budget_5000_conf_4,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-19.961266415803003,-4.376141123469682,0.6326208435022458,0.6456512498556432
622,DummyRegressor(),dim_5_budget_5000_conf_5,{'strategy': 'mean'},-32.461818005825094,-5.668984964942838,-0.01257858377997314,0.0
623,RandomForestRegressor(),dim_5_budget_5000_conf_5,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-10.679933415473496,-3.1856984711050544,0.6698366903008939,0.6808590753235441
624,DummyRegressor(),dim_5_budget_5000_conf_540,{'strategy': 'mean'},-52.489859346879655,-7.116084255328396,-0.022764384809514572,4.4408920985006264e-17
625,RandomForestRegressor(),dim_5_budget_5000_conf_540,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-20.650035053312713,-4.340374225310471,0.6164736757746917,0.6438621503550657
626,DummyRegressor(),dim_5_budget_5000_conf_541,{'strategy': 'mean'},-37.754860666744456,-6.101857097610745,-0.008630763204521408,1.554312234475219e-16
627,RandomForestRegressor(),dim_5_budget_5000_conf_541,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.859583376990097,-3.6070535392263197,0.6367746581481734,0.6533793311550938
628,DummyRegressor(),dim_5_budget_5000_conf_542,{'strategy': 'mean'},-45.53696595902456,-6.743937712411909,-0.0012028806132860393,-6.661338147750939e-17
629,RandomForestRegressor(),dim_5_budget_5000_conf_542,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.908893765063658,-3.5728042606883186,0.712730180565598,0.7151772629502732
630,DummyRegressor(),dim_5_budget_5000_conf_543,{'strategy': 'mean'},-32.943546712081876,-5.730068431148502,-0.004220360747461705,-1.7763568394002506e-16
631,RandomForestRegressor(),dim_5_budget_5000_conf_543,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-11.960800001601342,-3.4428296220963377,0.6324580347697668,0.6370729081989632
632,DummyRegressor(),dim_5_budget_5000_conf_544,{'strategy': 'mean'},-59.63851504106761,-7.689157386647025,-0.010093110381917115,-4.4408920985006264e-17
633,RandomForestRegressor(),dim_5_budget_5000_conf_544,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-25.787499261929916,-5.01661199534995,0.5709448115873732,0.5816186986724879
634,DummyRegressor(),dim_5_budget_5000_conf_6,{'strategy': 'mean'},-64.63315850162448,-7.984150416292029,-0.007931094940611417,-4.4408920985006264e-17
635,RandomForestRegressor(),dim_5_budget_5000_conf_6,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-19.838075271556182,-4.311823626745164,0.7037286302228456,0.7116910803583723
636,DummyRegressor(),dim_5_budget_5000_conf_7,{'strategy': 'mean'},-31.113684261620506,-5.564139005663401,-0.004464893967452799,4.4408920985006264e-17
637,RandomForestRegressor(),dim_5_budget_5000_conf_7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-11.59920338329436,-3.3699911393917303,0.61274518940617,0.6217247447520664
638,DummyRegressor(),dim_5_budget_5000_conf_8,{'strategy': 'mean'},-62.157794469400116,-7.860250017682216,-0.0046209183808597395,-2.2204460492503132e-17
639,RandomForestRegressor(),dim_5_budget_5000_conf_8,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 500, 'random_state': 42}",-22.891899211527992,-4.699523613236282,0.6398333327820757,0.6460820017904924
640,DummyRegressor(),dim_5_budget_5000_conf_810,{'strategy': 'mean'},-16.11826511401681,-3.9759669242920546,-0.009544344617963363,-2.2204460492503132e-17
641,RandomForestRegressor(),dim_5_budget_5000_conf_810,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-7.770800380648015,-2.745122256837263,0.489435247986269,0.5075510496866751
642,DummyRegressor(),dim_5_budget_5000_conf_811,{'strategy': 'mean'},-40.90605293632164,-6.352671053148888,-0.010712528991814097,-8.881784197001253e-17
643,RandomForestRegressor(),dim_5_budget_5000_conf_811,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-17.97036277704133,-4.12480580041846,0.5678039351661559,0.5832061417386285
644,DummyRegressor(),dim_5_budget_5000_conf_812,{'strategy': 'mean'},-22.411018482463426,-4.5223784453687,-0.008648432488940561,-4.4408920985006264e-17
645,RandomForestRegressor(),dim_5_budget_5000_conf_812,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.767708210773492,-3.2641131976861515,0.4726611152277277,0.48843871118959264
646,DummyRegressor(),dim_5_budget_5000_conf_813,{'strategy': 'mean'},-35.589763769724826,-5.928120343878706,-0.010055301535060356,-1.3322676295501878e-16
647,RandomForestRegressor(),dim_5_budget_5000_conf_813,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.81637529185654,-3.4837855612554933,0.6514210038052995,0.6621548537072379
648,DummyRegressor(),dim_5_budget_5000_conf_814,{'strategy': 'mean'},-18.826184312498782,-4.298568871833015,-0.010844925100161041,6.661338147750939e-17
649,RandomForestRegressor(),dim_5_budget_5000_conf_814,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-8.35468506902971,-2.8194629970175353,0.5516539642845193,0.5649940467546408
650,DummyRegressor(),dim_5_budget_5000_conf_815,{'strategy': 'mean'},-44.27195578097843,-6.539100215563215,-0.03318385862404263,2.2204460492503132e-17
651,RandomForestRegressor(),dim_5_budget_5000_conf_815,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-20.076006722643484,-4.2804798833996704,0.5461153935449599,0.580963103387537
652,DummyRegressor(),dim_5_budget_5000_conf_816,{'strategy': 'mean'},-17.144497223301226,-4.007970349953523,-0.020972780482614705,-4.4408920985006264e-17
